geneid	1 human	2 chimpanzee	3 Rhesus monkey	4 mouse	5 rat	6 dog	7 cow	8 chicken	9 western clawed frog	10 zebrafish	11 fruit fly	12 malaria mosquito	13 nematode	14 budding yeast	15 fission yeast	16 ascomycetes	17 ascomycetes	18 rice blast fungus	19 ascomycetes	20 thale cress	21 rice
54906	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54908	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54910	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
54913	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54914	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
54915	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54916	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54918	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54919	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54920	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
54921	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54922	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
54923	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54925	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
54927	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54928	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
54929	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54930	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
54931	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
54932	1	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
54933	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
54934	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54935	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54936	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
54938	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
54939	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54940	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54941	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
54942	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
54943	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54946	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54947	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1
54948	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
54949	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0
54951	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54952	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
54953	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54954	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
54955	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54956	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
54957	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
54958	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
54959	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54960	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54961	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
54962	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54963	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0
54964	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54965	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54967	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54968	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54969	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54970	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54971	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54972	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
54973	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
54974	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
54976	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54977	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0
54978	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0
54979	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54980	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
54981	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
54982	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54984	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54985	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54986	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
54987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
54988	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
54989	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
54991	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54993	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54994	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
54995	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
54996	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1
54997	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
54998	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55001	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55002	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0
55003	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
55004	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
55006	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55007	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55008	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
55009	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55010	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55011	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
55012	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
55013	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55014	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
55015	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1
55016	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55017	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55020	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0
55022	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55023	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
55024	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55026	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55027	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55028	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55030	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55031	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
55032	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
55033	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55034	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0
55035	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55036	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55037	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55038	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55039	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0
55040	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55041	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55048	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55049	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55051	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
55052	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
55054	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
55055	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55057	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55061	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55062	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55063	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55064	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55065	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55066	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55068	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55069	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55070	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1
55071	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55072	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55074	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55075	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55076	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55079	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55080	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55081	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55082	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55083	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55084	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55086	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55088	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
55089	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
55090	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55092	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55093	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
55094	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55095	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55096	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55100	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1
55101	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55102	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
55103	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55105	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55106	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55107	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
55108	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55109	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55110	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1
55111	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55112	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55113	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55114	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55116	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55117	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55118	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55119	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55120	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
55122	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55124	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0
55125	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55127	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0
55128	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55129	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
55130	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55131	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55132	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55133	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
55135	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1
55137	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55138	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55139	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
55140	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55142	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55143	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55144	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55145	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55146	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55147	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
55148	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
55149	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55150	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55151	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55152	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55153	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0
55154	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
55156	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55159	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55160	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55161	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55163	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
55164	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0
55165	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55166	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55167	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55168	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55170	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1
55171	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55172	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55173	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55174	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55175	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55176	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0
55177	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55178	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55179	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55180	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55181	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55182	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55183	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55184	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
55187	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55188	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55190	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55191	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
55192	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1
55193	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55194	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55195	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55196	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55197	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
55198	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55199	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55200	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55201	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55203	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55204	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0
55205	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55206	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
55207	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1
55208	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1
55209	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55210	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
55211	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55212	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
55213	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55214	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55215	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55216	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
55217	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0
55218	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55219	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
55220	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55222	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55223	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55224	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1
55225	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55227	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55228	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55230	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55231	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
55233	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1
55234	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
55236	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55237	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55238	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55239	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
55240	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55243	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
55244	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1
55245	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55246	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1
55247	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55248	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55249	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55250	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
55251	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
55252	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55253	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1
55254	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
55255	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55256	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
55257	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
55258	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0
55259	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
55260	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
55262	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
55266	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
55268	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55269	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55270	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0
55272	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
55273	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55274	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0
55275	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1
55276	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0
55277	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
55278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
55279	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
55280	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
55281	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55282	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
